,Tweets,id,subtask_b,subtask_c,
206,"""Some village is missing their idiot.""",,TIN,IND,
207,"""You're not the world's best debater.""",,TIN,IND,
208,"""you sound like an ignorant dickhead.""",,TIN,IND,
209,"""Of course you would bottom feeder ...""",,TIN,IND,
210,"""Can I say dick on here?\nYour a dick.""",,TIN,IND,
211,"""Good riddance you drug abusing loser.""",,TIN,IND,
212,"""Your Mother is the clubhouse whore...""",,TIN,IND,
213,"""you are a hater..plian and simple....""",,TIN,IND,
214,"""You're the stuff of nightmares, moron""",,TIN,IND,
215,"""i bet you are a white devil or cracker""",,TIN,IND,
216,"""\\xc2\\xa0You're female, gay, or both.""",,TIN,IND,
217,"""Sarcasm?  learn how to spell you moron""",,TIN,IND,
218,"""How was that not a strike you buffoon?""",,TIN,IND,
219,"""GO-AWAY GO-AWAY GO-AWAY YOU DIRTY SLUT""",,TIN,IND,
220,"""Come back when you are out of puberty.""",,TIN,IND,
221,"""You`re a sad excuse for a human being.""",,TIN,IND,
222,"""make your mother stop spreading Herpes""",,TIN,IND,
223,"""More people on here than you, you cunt.""",,TIN,IND,
224,"""The article was about Bush you asshole.""",,TIN,IND,
225,"""jonx,\nYou are crazy, just plain crazy.""",,TIN,IND,
226,"""You a fucking little coward of a bitch.""",,TIN,IND,
227,"""mrbreeze68: that marks you a dumb Arab.""",,TIN,IND,
228,"""Quit..fucking..with my trolling..douche""",,TIN,IND,
229,"""And what are you going to do tough guy?""",,TIN,IND,
230,"""You're starting to\xa0sound like a Nazi.""",,TIN,IND,
231,"""Try to write in English next time dopey.""",,TIN,IND,
232,"""have you been living under a rock kaden?""",,TIN,IND,
233,"""Are you retarded?\n\nTroll harder bitch.""",,TIN,IND,
234,"""We will bury you in November, parasites.""",,TIN,IND,
235,"""no your not dickhead.\nI WON THIS FIGHT!""",,TIN,IND,
236,"""go suckle on your mom's teet little child""",,TIN,IND,
237,"""Got a reference for that idiotic comment?""",,TIN,IND,
238,"""A couple of greedy, non-appreciative hos!""",,TIN,IND,
239,"""Go and tell him to fuck himself, the twat""",,TIN,IND,
240,"""You're a moron, truth is beyond your reach""",,TIN,IND,
241,"""You need some serious psycho;logical help.""",,TIN,IND,
242,"""You married the turd, and bred with him...""",,TIN,IND,
243,"""go back to your crapping unperfection home""",,TIN,IND,
244,"""not a slave tho you idiot internet racists""",,TIN,IND,
245,"""do you know who I AM? FU YOU 30 ROCKSUCKER""",,TIN,IND,
246,"""@bizora2:disqus you are a pathetic nobody.""",,TIN,IND,
247,"""All I have to say to you Bay is: Fuck you!""",,TIN,IND,
248,"""Even as a troll you are a pathetic failure.""",,TIN,IND,
249,"""go back to sucking your neighbors dogs dick""",,TIN,IND,
250,"""_yeah_i_bet_you're_a_occupy_fucking_nigger!""",,TIN,IND,
251,"""No she is not a toad but you are a libturd!""",,TIN,IND,
252,"""And you are the one who daily licks it out.""",,TIN,IND,
253,"""oh god!!!  grow up you sad little loser!!!!""",,TIN,IND,
254,"""You are a typical one liner Fu&^tard troll.""",,TIN,IND,
255,"""you can't import from yourself.\xa0 stupid.""",,TIN,IND,
256,"""Your a retard go post your head up your #%&*""",,TIN,IND,
257,"""god, you're tiresome. get a life, you loser.""",,TIN,IND,
258,"""bitch please...you are the biggest troll. :P""",,TIN,IND,
259,"""LOL And you eat hot dogs (cow rectums).  LOL""",,TIN,IND,
260,"""No, ike i said earlier, Sir you are an A S S""",,TIN,IND,
261,"""typical Muslim, what do you expect from him?""",,TIN,IND,
262,"""None of your posts have any value whatsoever.""",,TIN,IND,
263,"""You are such a creep.\xa0 Go back to cooking.""",,TIN,IND,
264,"""you are sickening and pathetic !!!!!!!!!!!!!!""",,TIN,IND,
265,"""and retards like you back to the institutions.""",,TIN,IND,
266,"""Now you went and...fucked..up this whole page.""",,TIN,IND,
267,"""The waste of time here is you and your comment""",,TIN,IND,
268,"""Well your Buckwheat Obama would qualify fagg0t""",,TIN,IND,
269,"""Get thatdick outta your mouth so you can talk.""",,TIN,IND,
270,"""Another worhless post from a worthless person.""",,TIN,IND,
271,"""hatethehype you are an idiot. Neil was joking.""",,TIN,IND,
272,"""You are a COMPLETE idiot...not even a partial.""",,TIN,IND,
273,"""Your mom must be a real low life trashy hook er""",,TIN,IND,
274,"""OVER promoted idiot \xa0- get your facts right!""",,TIN,IND,
275,"""You want a smack on the back of your head punk?""",,TIN,IND,
276,"""you are both morons and that is never happening""",,TIN,IND,
277,"""But Bellinski you are a Jewish Feigle yourself !""",,TIN,IND,
278,"""And you're a big phat, brown, stoopid libturd...""",,TIN,IND,
279,"""Greatness ? how do his balls feel in your mouth?""",,TIN,IND,
280,"""Smacked by who? You coonass boys sure are corny.""",,TIN,IND,
281,"""Howe does it feel to be a Freedom Leech parasite?""",,TIN,IND,
282,"""Nope, it is a moron like you who needs to shut up""",,TIN,IND,
283,"""Makes you a filthy nasty poor trash racist loser.""",,TIN,IND,
284,"""Answer: Yes. No. Yes. Are you retarded? Meh. Nope.""",,TIN,IND,
285,"""\\xc2\\xa0Stop suxing dik for cigarette money hole""",,TIN,IND,
286,"""You are either very ignorant or terrible at sarcasm""",,TIN,IND,
287,"""You're probably a phuuking dyke....aint ya beotch ?""",,TIN,IND,
288,"""We're talking about Murder here, Racist a s s hole.""",,TIN,IND,
289,"""Your comment exposes you as iliterate and a\xa0fool""",,TIN,IND,
290,"""Maybe you are the braindead moron, religious bigot.""",,TIN,IND,
291,"""haha you don't own an iphone? man your fucking poor""",,TIN,IND,
292,"""Big Deal Libturd... go crawl back under your rock...""",,TIN,IND,
293,"""... and you're no human, your worthless pieceofch*t.""",,TIN,IND,
294,"""Wow way to tell us how rich you are...stupid yuppie.""",,TIN,IND,
295,"""lol, your full of chit , just another stupid liberal""",,TIN,IND,
296,"""_FUCK_OFF_NIGGER_YOU'RE_NOT-AMERICAN_YOU_POS-FAGGOT!""",,TIN,IND,
297,"""That has to be the stupidest comment I've ever seen.""",,TIN,IND,
298,"""this nigga gay, i would have been fucked that bitch.""",,TIN,IND,
299,"""Get I life u bitch!!!\navande ammede oru lekhanam...""",,TIN,IND,
300,"""you should get banned....you are a little bit psycho""",,TIN,IND,
301,"""Were you born stupid or did you have to work at it??""",,TIN,IND,
302,"""dont worry how i sound u bitch made faggot ass nigga""",,TIN,IND,
303,"""You are a\xa0 really well-rounded idiot, aren't you?""",,TIN,IND,
304,"""More idiots posting on a subject they nothing about.""",,TIN,IND,
305,"""That was so 45 minutes ago troll. Get with the times.""",,TIN,IND,
306,"""You're naive and don't have a basic grasp on biology.""",,TIN,IND,
307,"""YOU STUPID SHIT! STOP SPAMMING! DELETE HIS PROFILE!!!""",,TIN,IND,
308,"""Its kind of frightening knowing dbags like you exist.""",,TIN,IND,
309,"""You need to shut your pie hole and go away. You suck.""",,TIN,IND,
310,"""Damn it Nicole, fuck it up for us, just once. Please?""",,TIN,IND,
311,"""I am not ""dude""....you moron! Go back to your mothers""",,TIN,IND,
312,"""not funny jack@$$. you are a total db! friggin moron.""",,TIN,IND,
313,"""That's a dumb opinion and you are dumb for holding it.""",,TIN,IND,
314,"""Don't you wish you weren't so fat and could dance too?""",,TIN,IND,
315,"""We're not the losers but\xa0 you and this country are.""",,TIN,IND,
316,"""as i say before, you are as\xa0gay as a 2 dollar bill.""",,TIN,IND,
317,"""People like you are the reason the economy is failing.""",,TIN,IND,
318,"""You either know that is a lie or you have not checked.""",,TIN,IND,
319,"""Either you are fake or extremely stupid...maybe both...""",,TIN,IND,
320,"""Racist trash.\xa0 You are the lowest level of humanity.""",,TIN,IND,
321,"""And you're not a racist, are you.  What a joke you are.""",,TIN,IND,
322,"""With a screen name like yours, you need to s..t..f..u..""",,TIN,IND,
323,"""Liberals don't want military intervention, you buffoon.""",,TIN,IND,
324,"""That was the fuck of that lil cunts life ..goood job! !""",,TIN,IND,
325,"""haha...atleast get your insults straight you idiot!!....""",,TIN,IND,
326,"""We'll leave the fanaticism to morons like you, criminal.""",,TIN,IND,
327,"""He won Michigan in the primaries.  Holy shit, your dumb.""",,TIN,IND,
328,"""More grammatical errors, Vicky<2... You are so stupid...""",,TIN,IND,
329,"""Your mom is a mean hoe charging 200 for 15 dollar pussy.""",,TIN,IND,
330,"""While your syntax is fine, your spelling is drug-addled.""",,TIN,IND,
331,"""....Wade....You are a pathetic piece of former star CRAP""",,TIN,IND,
332,"""You are clearly stupid, that is what he meant you thumb.""",,TIN,IND,
333,"""Must really suck to be black. What a toxic, vile culture.""",,TIN,IND,
334,"""Embrace the probability of your iminant death, you idiot.""",,TIN,IND,
335,"""Apparently, bad officiating never gets old to you morons.""",,TIN,IND,
336,"""You didn't read the article, and you are a ignorant putz.""",,TIN,IND,
337,"""I would slap you silly but clearly you are already there.""",,TIN,IND,
338,"""atm55....your words are those truly of an ignorant person""",,TIN,IND,
339,"""You realize everytime you take a crap, you are polluting.""",,TIN,IND,
340,"""Hmm pointless lives.....\xa0 yup, Elitist Pig you are....""",,TIN,IND,
341,"""YOU SHUT YOUR FUCKlNG MOUTH YOU DlRTY WHORlNG DRUNK BlTCH""",,TIN,IND,
342,"""WTF KIM KWANG SOO THATS MOSTLY T-ARA MONEY U FUCKING LEECH""",,TIN,IND,
343,"""Laffin?\xa0 You don't laugh at anything you jihadist puke.""",,TIN,IND,
344,"""@berethor099 Go ahead and try, dude. Go - fucking - ahead.""",,TIN,IND,
345,"""Steve,go brush your teeth with a revolver you dumb bastard""",,TIN,IND,
346,"""If you lose your life because of stupidity, good riddance!""",,TIN,IND,
347,"""Stick it up your ass-faggot. \n\nyou get another FLAG!!!!!""",,TIN,IND,
348,"""Why did they interview you?\r\n\r\nDid you commit suicide?""",,TIN,IND,
349,"""Crawl back under your bridge you miserable pathetic troll.""",,TIN,IND,
350,"""Floyd, you are a coward, plain and simple.\n\nThat is all.""",,TIN,IND,
351,"""Possibly to get your mother and father, you twisted freak!""",,TIN,IND,
352,"""Your pussy. Stop hitting woman and fight me bitch ass nigga""",,TIN,IND,
353,"""If it proves anything, it proves that you are not an idiot.""",,TIN,IND,
354,"""let me rephrase:\n\nIn other words, you are an insane pussy.""",,TIN,IND,
355,"""Foolish rube. We blew $4 trillion already on that stupidity.""",,TIN,IND,
356,"""If they don't see your ugly face they're lucky. Turd sucker.""",,TIN,IND,
357,"""Stop acting like a bitch. \xa0He was a kid for goodness sake.""",,TIN,IND,
358,"""You must be a faggot to assume that I'm on them, bitch-nigga.""",,TIN,IND,
359,"""I suppose it's just to give retards like you something to do.""",,TIN,IND,
360,"""Last year, you're saying we ARE bankrupt, Understand grammar?""",,TIN,IND,
361,"""Nothing worse then a idi0t who smugs because of who he is, Gay""",,TIN,IND,
362,"""you're a fighter not a lover,and your family needs to die too.""",,TIN,IND,
363,"""lol i diot we used your money lol what a waist of DNA you are.""",,TIN,IND,
364,"""Commenter, why are you still trolling here? You are the loser!""",,TIN,IND,
365,"""What's funny as hell is Rooster and you being married, retard.""",,TIN,IND,
366,"""DG--You're really an asshole...I hope you don't have children.""",,TIN,IND,
367,"""Ever eat AIDS infected feces? Just eat your own and you will..""",,TIN,IND,
368,"""FOR SOME REASON U SOUND RETARDED. LOL. DAMN. WHERE U BEEN NEGRO""",,TIN,IND,
369,"""No people like you are the problem we are having in this world.""",,TIN,IND,
370,"""sgboy,get back to your cot,I hear your parents calling for you.""",,TIN,IND,
371,"""You are an idiot.......why do you even bother..??.Wasted words.""",,TIN,IND,
372,"""SHUT UP YOU DUMBA<m>SS B<m>ITCH YOU ARE DIRTY BROWN WATER TRASH""",,TIN,IND,
373,"""that nigga joe as shit fuckk out of here u dirty ass young bull""",,TIN,IND,
374,"""LETS START BACK UP WITH THE LIBTURDZ AND TEAA TARD NAME CALLING""",,TIN,IND,
375,"""Don't you get tennis elbow from jacking off as much as you do? """,,TIN,IND,
376,"""You are a moron son.. Come on be a man and call it like it is..""",,TIN,IND,
377,"""cortez u callin niggas soft but u look soft as hell too my nigga""",,TIN,IND,
378,"""Let BaseGod fuck your bith man...Let him purge you of that Hate.""",,TIN,IND,
379,"""Buddy you sound like a complete clown on here running your mouth""",,TIN,IND,
380,"""It's just you smelling your armpits again. GO back to your nails""",,TIN,IND,
381,"""You're reaching.  I am a proud American.  You're still an idiot.""",,TIN,IND,
382,"""HAHAHAHAHA you can't handle the fact that I know you're a fraud.""",,TIN,IND,
383,"""hey jurbinsky your mom's a pile of garbage why don't you shut up.""",,TIN,IND,
384,"""She can act like she thinks she's perfect and be a naive bitch ;)""",,TIN,IND,
385,"""its comedy u fuckin hater. nigga prolly is smashin her off camera""",,TIN,IND,
386,"""@Pickle\n\nYou look like Brian Scalabrine's brother.... thoughts?""",,TIN,IND,
387,"""Why is it that you don't kill yourself you stupid fascist puppet?""",,TIN,IND,
388,"""Guess what? No one gives a fuck about you. Get off SNSD articles.""",,TIN,IND,
389,"""Wow, you really shouldn't suck your daddy's dick with that mouth.""",,TIN,IND,
390,"""In the north, social service would take away her brother. Stupid!""",,TIN,IND,
391,"""Where's all the Ron Paul trolls, to defend this\xa0piece of shit?""",,TIN,IND,
392,"""Thereisnoreason to pat L4C on the back, she's as dumb as you are.""",,TIN,IND,
393,"""hey Kraut piss off and go to bed...you are getting old and boring""",,TIN,IND,
394,"""And nobody partially gives a fuck about you or your gaRbage state""",,TIN,IND,
395,"""You are a fool and do not understand the flattening of the world.""",,TIN,IND,
396,"""Allinit123, your\xa0hypocrisy\xa0is sickening, you ignorant loser.""",,TIN,IND,
397,"""oh just shut your shitty mouth stinky queen!go clean your toilets!""",,TIN,IND,
398,"""...yeah CO Mmj patient is a fuck-tard, one of the 3 shops my ass..""",,TIN,IND,
399,"""You really should be like the other Lemmings and jump off a cliff.""",,TIN,IND,
400,"""XSHOGUNX'S EYE ARE SPREAD FAR AS FUCK. HE LOOKS LIKE HE HAS DOWN'S.""",,TIN,IND,
401,"""You stupid f uuu c \xa0 \xa0k. I hope you die the same way she did.""",,TIN,IND,
402,"""You with the 'racist' screen name\n\nYou are a PieceOfShit..........""",,TIN,IND,
403,"""floyd has a better knock out percentage than pacman you dumb fuuuuck""",,TIN,IND,
404,"""Still waiting for you to put your money where your mouth is, coward.""",,TIN,IND,
405,"""Senator Bryd\xa0 Democrat\n\nSaul Alinsky aka libtards\xa0 Socialist""",,TIN,IND,
406,"""Not sure if you are joking or just dumb/have no knowledge in comics.""",,TIN,IND,
407,"""No one on the left wast's an all encompassing government, you idiot.""",,TIN,IND,
408,"""do the research, I'll bet you don't know jacksquat about obies past.""",,TIN,IND,
409,"""Actually just got told to get to my bed. Fuck off Jackie ya old cow.""",,TIN,IND,
410,"""You should change your name to just dumb guy, since you know nothing.""",,TIN,IND,
411,"""she would do anything for her little girl u bastered u dont kno shit.""",,TIN,IND,
412,"""fake as hell. its illegal to even put a cam in a bathroom. dumb fucks""",,TIN,IND,
413,"""Do you realize how retarded, ignorant, sorry, and pathetic you sound?""",,TIN,IND,
414,"""Yeah, and you're a fuckingterrorist supporting skumbag. Fuckingloser!""",,TIN,IND,
415,"""Decapitate? \xa0The helmet hit him in the ass...where ""your head is!""",,TIN,IND,
416,"""No matter how hard you try, your_nasty existance is still not normal.""",,TIN,IND,
417,"""I bet it took awhile for this guy to extract his foot from his mouth.""",,TIN,IND,
418,"""gawd you're f*cking pathetic, how sick is your life to be so hateful?""",,TIN,IND,
419,"""Your still a loser, man we must have really gotten under your skin lol""",,TIN,IND,
420,"""Shut up you PAWB. Lebron lsoing is not going to ad years to your life.""",,TIN,IND,
421,"""ah, the same way you hate white people. Don't try to act so innoccent.""",,TIN,IND,
422,"""so its sad you idiot.  Ray is one of the best pure shooters... so dumb""",,TIN,IND,
423,"""What a dumbgeister it is F for FAILURE all your distorted life if lies""",,TIN,IND,
424,"""Just too freakin' funny... You are so stupid... Talk about gullible...""",,TIN,IND,
425,"""Do you feel less sorry now that you made us realize how stupid you are?""",,TIN,IND,
426,"""Look who is talking...the payaso who sucks at both English and Spanish!""",,TIN,IND,
427,"""It is a great honor to be a Zionist. You are garbage, a retarded idiot.""",,TIN,IND,
428,"""don't worry bitch. I no more read this shit. Now just shut the fu.ck up""",,TIN,IND,
429,"""Ah. \xa0You're one of *those* guys (self-flagellating\xa0alt-tech guy).""",,TIN,IND,
430,"""LOL\xa0 Look at the brain\n\tdamage. Momma drink when she was pregnant?""",,TIN,IND,
431,"""Idiotic.\xa0 Beyond idiotic, actually.\xa0 You must LIKE being a loser.""",,TIN,IND,
432,"""you get the ridicule because you're a fuk'n POS pr1ck\n\n\nlittle troll""",,TIN,IND,
433,"""never ratified?\\n\\nget the fuck out of here and go back to your silo.""",,TIN,IND,
434,"""And sodomize you against your will?\xa0 You are a sick ticket Annabelle.""",,TIN,IND,
435,"""try speaking in correct english as well. what dummies are on here today.""",,TIN,IND,
436,"""When you are\xa0 s u c k i n g\xa0 Odumbo's\xa0 d i c k, do you swallow?""",,TIN,IND,
437,"""The fuck is wrong with you?!? You are so fucked up how can you say that!""",,TIN,IND,
438,"""go eat some ships and shut the fuck up .....you are nothing but a stupid""",,TIN,IND,
439,"""How old are u 12? \n\nKnicks fan BEEYATCH!!!\n\nNot a Melo ball licker!!!""",,TIN,IND,
440,"""Flag this loser's posts. Enough flags and he loses his nic automatically.""",,TIN,IND,
441,"""fuck off, fucking pathetic bitch, too much to say for yourself.google it.""",,TIN,IND,
442,"""LOL!!!! Read the ENTIRE paper REIDtard. Typical poorly educated LIBIDIOT.""",,TIN,IND,
443,"""You shut your filthy mouth talking about LAs premier team like that. <br>""",,TIN,IND,
444,"""your still a commie basturd, and i hope you get stuffed in a commie oven.""",,TIN,IND,
445,"""That you are an idiot who understands neither taxation nor women's health.""",,TIN,IND,
446,"""You are stuck on stupid obviously...give me a break and don't vote.\nmoron""",,TIN,IND,
447,"""It's a commentary piece, douche-bag. Read before you open your stink-hole.""",,TIN,IND,
448,"""Hush little negro don't say a word,\nMama gonna buy yawz some Thunderbird.""",,TIN,IND,
449,"""And odumbo is an old lying,inept,loser,communist,ni66er,what's your point?""",,TIN,IND,
450,"""so lets pamper the child so the child never does better. you are an idiot.""",,TIN,IND,
451,"""Get the fuck out of my comment section you samurai jack lookin muthafucka.""",,TIN,IND,
452,"""and you arent as much of a loser as them? \ni say you are just about worse""",,TIN,IND,
453,"""Your anti-Semitic rants are not welcomed here. You are a racist moron.\nFU!""",,TIN,IND,
454,"""and you mother was a fucker.of dogs, to prove it, bark like the dog you are""",,TIN,IND,
455,"""Rob...you're one pathetic asshole...and ""libs aren't responsible for that.""",,TIN,IND,
456,"""Haney you suck as a painter...keep your day job...wait you suck at that too""",,TIN,IND,
457,"""RYAN...........GO BACK TO SUCKING YOUR MOTHERS TEAT................BOYWONDER""",,TIN,IND,
458,"""It's hard to read your post and not immediately think that you're xenophobic""",,TIN,IND,
459,"""Go back to MediaMatters, troll.\n\nYou and your pond scum buddies are toast.""",,TIN,IND,
460,"""Are you asking because your Mom wants to sell your anus to her crack dealer?""",,TIN,IND,
461,"""...Or not nigga! Put that shit away. take your ass home and flush that shit.""",,TIN,IND,
462,"""You're a fu cking idiot.\xa0 You don't even know what the word 'smart' means.""",,TIN,IND,
463,"""Straight douche, wish it was you, you worthless, racist, coward piece of shit""",,TIN,IND,
464,"""BUDDHA  IS  A FAT ASS SLOB..........NUFFFFF SAID.  HE IS THE FAKE.  YOU MORON.""",,TIN,IND,
465,"""You have a dream too i heard, your sister gave you handjob as a symbol of pity""",,TIN,IND,
466,"""More grammatical errors, Vicky<2. You're on a roll today. You are so stupid...""",,TIN,IND,
467,"""You poor, hopeless moron...you still fall for this shit?\nMust suck to be you.""",,TIN,IND,
468,"""Leave it to a moron to dump smoldering embers into a trash bin next to a house""",,TIN,IND,
469,"""If it has to be explained, then you are too stupid to understand. Leftist fool.""",,TIN,IND,
470,"""What a fool you are, we all know that you think of nothing more than being GAY.""",,TIN,IND,
471,"""And you really believe SHE PAID for that car? Really??? Damn, you dumb! LMAO!!!""",,TIN,IND,
472,"""why dont you just eatshitanddie? you are not wanted here, now run along skippy.""",,TIN,IND,
473,"""You really should get other news sources and get you face out of ther gay mags.""",,TIN,IND,
474,"""Lets see your papers arealconservati.\n\nTill then shut the fuuk up sticky-chin.""",,TIN,IND,
475,"""At this point, it is safe to say your ignorance can be now classified as stupid.""",,TIN,IND,
476,"""You are better suited to use a dumb phones. No point of you using a smart phone.""",,TIN,IND,
477,"""You're a moron. I cannot believe people are complaining about freedom of choice.""",,TIN,IND,
478,"""Stupid jerks called child rape anal sex.  It's called anal rape you sick freaks!""",,TIN,IND,
479,"""Ok now your getting silly, which is not a surprise coming from liberals like you""",,TIN,IND,
480,"""hahaha wtf? ""jesus christ you retard, don't embarrass yourself on the internet.""",,TIN,IND,
481,"""Otherwise quit acting like an internet tough guy who lives in his moms basement.""",,TIN,IND,
482,"""Referred to ""them as f ing coons. I'd say that's pretty racist you little slut.""",,TIN,IND,
483,"""Autumn..... You are, and Idiot. \n\nRed Flag #102 - Girls with No sense of Humor.""",,TIN,IND,
484,"""Thats what you call there a fucking mexican 100% there for you niggers & crackers""",,TIN,IND,
485,"""Oh yeah. Like you would have stopped your car and assisted. You're a lying idiot.""",,TIN,IND,
486,"""Woowww, you really are an idiot... You need to go to school... Like really bad...""",,TIN,IND,
487,"""Bitch,be quiet. Somebody needs to kick your ass for talkin' that stupid shit,hoe.""",,TIN,IND,
488,"""Yes my filthy little lefty troll....both you and barry have just proven my point!""",,TIN,IND,
489,"""All I see in these comments is niggas bitching more then biggest bitches i know..""",,TIN,IND,
490,"""Let me rephrase my initial comment about you and your post;\nPathetic little boy.""",,TIN,IND,
491,"""The pills are your little technicolor friends. They stop the voices in your head.""",,TIN,IND,
492,"""How do you accidentally molest someone?\nAre you retarded,or did it happen to you?""",,TIN,IND,
493,"""This guy is such a loser. Nevada, you really suck! This guy is evil personified...""",,TIN,IND,
494,"""so basically you are an id iot who just repeats what maddow and rev al have to say.""",,TIN,IND,
495,"""So you call her a W H O R E making you what.....? Pure? You're a fool and an idiot.""",,TIN,IND,
496,"""you are a complete fool. slowly read what you have just written. it makes no sense.""",,TIN,IND,
497,"""Ey bitch nigga ebos!\n if ur deymonds lil brother u betta shut yo mouth mothafucka!""",,TIN,IND,
498,"""true intellect aren't you!! Tebow isn't unemployed, you really are a pathetic idiot""",,TIN,IND,
499,"""suck your own dick you assfuck! you must die, you gay cock sucker! bullshit!!!!!!!!""",,TIN,IND,
500,"""I think it clearly displays your lack of rational thought if you truly believe that.""",,TIN,IND,
501,"""You do not exist as a human being. Please go back into your hole you rotten scumbag.""",,TIN,IND,
502,"""\\xc2\\xa0We have more where he came from. Don't rest, we are watching your fat azz.""",,TIN,IND,
503,"""Choosing to not eat animals doesn't make you a pussy.  Go choke on a corndog, bitch.""",,TIN,IND,
504,"""YOU ARE THE REAL @SSHO LE AND I HOPE PEOPLE ON HERE REALIZE THAT YOU ARE A PRETENDER""",,TIN,IND,
505,"""Funny that you are defending a murderer - d**kless idiot defending a d**kless idiot.""",,TIN,IND,
506,"""Pig Maher, you forgot your meds again. You know you are one sick SOB so don't forget.""",,TIN,IND,
507,"""Coolest president ever? Your a complete waste of oxygen and resources. Phucking idiot""",,TIN,IND,
508,"""You act like you faced a good team. You played like crap against another crappy team.""",,TIN,IND,
509,"""jay is a bitch w no clue fuck that weak nigga. he probably got slept like that before""",,TIN,IND,
510,"""That girl kinda look cock eye'd but its ok I'd fuck her till that shit turnt straight""",,TIN,IND,
511,"""YOU SHUT YOUR WHORE MOUTH! YOU SHUT IT RIGHT NOW! YOU'RE GIVING HIM IDEAS, GODDAMMIT!""",,TIN,IND,
512,"""You can get treatment for your dillusional inferiority complex, you sad little troll.""",,TIN,IND,
513,"""why are you still here then????....SIMPLETONS like you are anything but refreshing...""",,TIN,IND,
514,"""There are a lot of morons posting on this site but you are in a class all by yourself.""",,TIN,IND,
515,"""Why don't you take your pathetic intimidation attempt and shove it up your @ss, troll?""",,TIN,IND,
516,"""you p%nk a##  chump i will knock your block off you internet coward . ny bamma!!!!!!!!""",,TIN,IND,
517,"""shut the fuck up. you and the rest of your faggot friends should be burned at the stake""",,TIN,IND,
518,"""You are a fucking dumb ass!.  Go back to you Xbox dickhead.  Grow up you little fanboy.""",,TIN,IND,
519,"""got a problem with haitian people dumb fuck... he's not even haitian ignorant ass nigga""",,TIN,IND,
520,"""If I could find you..the correct term for your filty-h0m0 life would become....extinct.""",,TIN,IND,
521,"""JoelWeltman, you look like a pedophile from your picture. go get yourself incarcerated.""",,TIN,IND,
522,"""HEY KRYSTAL: YOU STUPID IDIOT WHO Can't Understand Normal Thinking.. fhuck off you howre""",,TIN,IND,
523,"""you're right; there weren't enough toothpick hangovers and tailwhips... Go fuck yourself""",,TIN,IND,
524,"""You are a sad, ignorant, pitiable fuck.\n\nI take that back.  You're not worthy of pity.""",,TIN,IND,
525,"""Thank You! You just proved to everyone here that you possess an IQ of no higher than 20.""",,TIN,IND,
526,"""Another big tale coming from someone that has no ideal what in hell he is talking about.""",,TIN,IND,
527,"""you are a friggin moron. Oh you didn't get the memo? Sorry\n\nYOU ARE A FRIGGIN MORON!!!!""",,TIN,IND,
528,"""do you have any proof that Romney stole anything? Or are you just a stupid libtard troll?""",,TIN,IND,
529,"""Tell me how the bridge can be fixed. \xa0Oh, you can't. \xa0Get off your soapbox, retard.""",,TIN,IND,
530,"""Have you be sipping at th e sacramental wine again?\n\nYou really are a dense little dude.""",,TIN,IND,
531,"""How does trolling for Obama pay? Pretty well?  What? No pay? You're an idiot, don't breed.""",,TIN,IND,
532,"""hey rynthih95 who the hell r \xa0u speaking on sachin .\nshut up u fucking ass [[midfing]]""",,TIN,IND,
533,"""Hey moron, 1) you're a disgusting human 2) Seau wasnt on those pats teams.  You're a fool.""",,TIN,IND,
534,"""Your syntax is pathetic.\\xc2\\xa0 And you are a cocksucking batshit motherfucker to boot.""",,TIN,IND,
535,"""When you blacks take a shit does it come out purple? When you piss does it come out green?""",,TIN,IND,
536,"""BITCH NIGGA YOU NEED AN EYE EXAM, AND EYE GLASSES! CASSIE ONE OF THE FINEST WOMEN ON EARTH!""",,TIN,IND,
537,"""id kill you if you were here. not because im a ""gangsta"", but because i hate you. f*ck you.""",,TIN,IND,
538,"""K_K_K or Nazi? I can't tell which disease you suffer from? Could you please blog some more?""",,TIN,IND,
539,"""Damnit GW, don't be such a pussy. You liked the white you should have stuck with the white.""",,TIN,IND,
540,"""Awww....it's ok, your mummy gave you up because you were a hideously ugly and stupid child.""",,TIN,IND,
541,"""oh all of a sudden u changed ur picture to A WHITE GUY WITH PENNY LOAFERS....MUFUCKER U LAME""",,TIN,IND,
542,"""Dickhead will just copy and use it, don't bother. We know Rooster is all mouth and no balls.""",,TIN,IND,
543,"""You are a lying son of a bitch. \xa0Let's see you post some facts supporting your assertion.""",,TIN,IND,
544,"""Dude, if you change you username to\xa0specify\xa0against someone then you're a butthurt fag""",,TIN,IND,
545,"""You're terrible and you've got 28 dislikes. Look's like you're an idiot just like IGN(orant)""",,TIN,IND,
546,"""You are a lying son of a bitch. \xa0Let's see you post some facts supporting your assertion.""",,TIN,IND,
547,"""you're an egoistic dimwitted cunt. that's why you fail in your life. don't drag others' down.""",,TIN,IND,
548,"""Hey right wing moron ""You Kidding Me"", you're the cutest little GOP whine baby on this forum.""",,TIN,IND,
549,"""Hey moron ""William Reynolds"", impeach YOURSELF and then go kiss a Muslim like your hero Bush.""",,TIN,IND,
550,"""LMAO.. You are another clueless moron....only liberal women are kept..they have the masters..""",,TIN,IND,
551,"""May you and your children get the same ""deserved treatment and end up rotting in the ground.""",,TIN,IND,
552,"""Still here? \xa0You love getting smacked around ,huh? \xa0You just keep coming back for more.""",,TIN,IND,
